1,1,01 - Compte principal BNP,01 - Compte principal BNP,1647872186,1647872186,1
2,1,02 - Dev. Durable BNP,02 - Dev. Durable BNP,1647872186,1647872186,1
3,1,03 - Assurance vie (MH),03 - Assurance vie (MH),1647872186,1647872186,1
4,1,04 - Assurance vie (MP2),04 - Assurance vie (MP2),1647872186,1647872186,1
6,1,06 - PEA - Espèces,06 - PEA - Espèces,1647872186,1647872186,1
7,1,07 - PEA - Titres,07 - PEA - Titres,1647872186,1647872186,1
8,1,08 – Espèces,08 – Espèces,1647872186,1647872186,1
9,1,09 – Avantages,09 – Avantages,1647872186,1647872186,1
